"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51","sample52","sample53","sample54","sample55","sample56","sample57"
"Espl1",13,0,0,0,1,0,0,21,0,0,0,14,0,0,11,0,0,1,1,0,515,14,10,0,0,0,0,1,1,0,1,355,0,0,0,1,0,1,24,1,0,2,0,1,7,0,2,403,80,2,0,0,147,1,9,6,31
"Espn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Espnl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Esr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Esr2",0,0,33.7955,19.0236,5.22659,9.42864,2.18458,1.48572,1.01636,25.3023,1.05563,0,0,0,0,3.04919,0,0,1.00185,0,0,0,0,3.29669,5.08799,0,2.62094,14.9399,1.00053,0,0,0,9.83993,7.03318,2.05341,0,0,0,0,1.10316,1.00076,1.01531,0,0,2.00045,0,0,9.34215,0,1.03101,0,0,1.01162,0,1,0,0
"Esrp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Esrp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Esrra",41.8676,0,14,0,1,0,0,0,0,6,0,1,0,22,0,37.9489,0,1,0,0,12,2,0,4.00621,3,1,0,0,0,0,0,0,110.799,21,15.1721,1,0,0,15,7.40258,0,0,10,0,8.17411,0,11,17.2759,6,12,2,0,0,12.0204,0,0,20.288
"Esrrb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,31,0,0,0,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Esrrg",6,3,1,46.000026,4.0000016783,36,34.00000570831,154,655.0000230235,5.182866,2.00000029261,12.00003006215,4,2.000000313599,1,1,7.0000000697686,5,1,137.0000243671,0,22,0,27.0000057399,27.00000908554,16.00001,3.00000154171,392.0000121606,2,2.000003,127,2,24,0,261.000000294762,18,1.000000163557,3,290,461.000322,2,1,3,40,0,118.00000005446,7.000000231016,24,15.00004125142,217.000000283525,58.00000508165,138.000011353,42,1.0000000913965,954,3.00000148005,66.000037378
"Esx1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Esyt1",0,0,0,0,103,0,0,0,0,0,249,0,1,0,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,153,0,1,72,0,0,0,0,0,0,0,0,14,0
"Esyt2",0,0,0,3,0,85,9,0,2,1,1416,493,4,4,0,0,0,2,1,0,0,0,27,1,8,6,15,9,1,2,0,0,2,194,0,2,0,253,1,20,0,0,40,104,10,0,1,221,0,0,37,0,68,23,90,0,2
"Esyt3",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,49,15,1,0,0,0,0,0,0,0,0,0,0,3
"Etaa1",0,0,0,0,0,0,0,85.8907,0,136.654,0,0,32,0,1,0,0,1,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,285.622,0,29,0,0,0,0,0,1.74242,0,0,52.796,1,27,0,2,292.093,5,0,0,0
"Etd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
