"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59"
"Dmap1",1.26715,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,470.133,2,0,0,0,0,5,0,0,0,0,0,0,20.6635,0,0,1,0,0,1,0,0,77.2478,0,0,0,1,0,0,0,2.60573,0,0,1,0
"Dmbt1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dmbx1",0,0,0,0,0,0,0,0,0,0,0,0,7.0148139,1.00143,0,2.00684,0,1.00075,1.0011015,0,0,0,0,2.0070561,1.00075,0,0,0,0,1.00072,0,3.0050457,0,0,0,1.0025636,0,0,0,1.0000004,1.00201,1.0082103,0,0,0,0,0,1.00296,0,1.00127,0,0,0,20.201293,1.00057,0,2.00242,0,0
"Dmc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Dmd",5.732659,5.83801,2.0133,2031.15,150.6058,14.8822,332.3064,5.03387,4.34877,11.48045,76.02283,306.52447,7.15316,7.49844,150.9053,2.23062,0,10.44427,13.14026,4.20448,4.31202,146.845,8.02571,4.81848,12.38334,295.921,3.93363,4.97669,4.01318,278.25161,8.61917,4.39622,14.9324,304.9696,59.39101,9.9908,5.63293,49.4767,17.0487,1.40573349526,1.00571,32.43347,238.336,5.8121,24.04158,2.01111,2.08032,0,48.68798,4.0254,6.1388,5.1862,1.00165,4.63009,1.00218,72.30624,13.089,32.6797,427.072
"Dmgdh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dmkn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dmp1",0,0,0,0,0,0,0,0,0,1,0,0,5.66549,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Dmpk",0,0,0,0,0,0,0,0,0,0,5.36033,0,0,0,0,5.34556,0,0,0,0,0,0,23.80186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dmrt1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dmrt2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dmrt3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dmrta1",0,0,0,0,0,0,0,0,0,1.19624,0,0,4.70245,0,1.00044,0,1.00121,1.12323,6.23534,0,0,0,0,0,14.0868,0,1.00045,7.00469,0,1.00555,0,21.0082,0,3.10243,9.00136,0,0,0,0,0,0,7.03396,0,0,0,13.2444,0,0,0,7.39184,35.2654,0,1.00385,0,0,0,2.00541,0,0
"Dmrta2",3,0,0,5,1,0,1,2,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,2,0,1,3,0,0,0,1,2,2,1,8,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dmrtb1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dmrtc1a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dmrtc1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dmrtc1c1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dmrtc1c2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dmrtc2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dmtf1",0,0,0,0,1.12093e-06,0,30.86450537116,1.39267,1.27384,0,0,0,2.66858,0,0,0,8.71326e-05,1.29368e-06,1.28082,5.25436e-08,0.12106310739,0,0,0.000108614,18.15982,1,0,2.15419e-06,0,0,0,0.000981059,0,0.00021379,3.40671e-07,0,3.609150965759,0,0,0,0.000156642,4.45636e-05,96.84651930138,8.66376e-07,0.000530241,0,0.721284,0,0,0,0,0,0,241.24489,2,0,3.34795,0,0
"Dmtn",8.0229122193,9.0726908596,2.52839550029,4.31538361794,5.07705648755,7.0077139147,4.0227714102,2.0000013028,3.00232558037,11.0443273934,3.00729587809,6.01748466725,9.1456539537,2.00664493817,5.0383454992,21.0061139418,4.0000468104,10.3025157543,60.06090598928,8.05148179707,3.04284491513,5.0001417652,4.000085108,9.7842169046,26.3869730735,2.07429115131,1.01876271648,1.29511242793,0.99999965832,9.0422427413,1.04835112709,3.3150177847,5.00446315829,8.4668780387,1.011170241598,18.5010233809,0,202.9411394246,6.0000701107,2.05340401134,4.01688394733,6.0759159575,5.0001466,19.974856095,4.00007356118,5.0384369698,2.00796121883,10.22710619313,6.00000133928,4.18331607924,6.33340162572,5.0000580199,7.0588905861,5.3083235237,3.000030793701,3.0159614144,16.2611672081,0.99999968349,11.3357782557
"Dmwd",0,0,0,0,0,0,0,0,0,0,0,247.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dmxl1",4,212,0,2,71.8766,1,18,6,1,1,1,13,0,1,65,1,0,1,0,78,0,0,0,1,28,2.00264,0,169,0,17,0,0,2.01943,813,1,1.01425,0,0,0,163,79,12,5,0,0,30.1513,2,3,224.405,8,1,15,45,0,26,1,228.7503,13,5
"Dmxl2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,201,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,2,11,0,1,0
"Dna2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnaaf1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnaaf2",0,8.35029,1,0,0,0,5.00082,0,112.915,0,0,0,1.00036,0,0,1.0205,2,2.02002,1.0408,0,18.9082,0,0,0,9.64996,1.3222,1,0,4,1.35542,0,6.3017,0,14.1082,462.997,1.00021,0,0,0,0,2.18321,42.4372,2.21654,0,0,2.80407,9.56374,1.28506,0,2.0013,5.00075,8,0,4.04094,0,0,5.2947,0,1.05811
"Dnaaf3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnaaf5",0,0,0,0,0,1.01222,0,0,0,0,0,0,0,0,1.00032,0,0,0,0,0,0,0,0,1.00847,0,0,0,0,0,0,0,0,0,0,0,1.00141,0,0,0,0,0,1.01243,0,0,0,0,1.18842,0,0,0,0,1.00177,0,9.84979,0,0,1.0051,0,0
"Dnah1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnah10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
"Dnah11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnah12",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,47,0,62,0,11,0,0,0,88,0,1,0,0,0,0,0,0,0,0,2,0,3,0,3,0,0,0,31,3,0
"Dnah17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"Dnah2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000004319,0,0,0,0,0,0,0,0,0,0,0
"Dnah3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnah5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnah6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.000040313,0,0,0,0,0,0,0,0,0,0,0,0,0.9999997199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnah7a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnah7b",0,0,0,0,382,1,1,0,0,0,0,0,0,0,0,4.02937e-05,0,0,0,0,0,0,350.842,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Dnah7c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99996,0,0,1.02981,0,0,0,1.10085,0,0,14.4819,0,0,0,0,0,0,0,0,0,45.2273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnah8",150,0,0,0,0,0,0,0,0,0,0,99,0,0,2,0,0,0,1,0,1,1,0,1,0,0,0,0,1,427,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Dnah9",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnaic1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnaic2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnaja1",461.699,416.705,4.45231,124.054,10.8032,314.44393,2516.11875,0.765888,168.8254,34.36722,1.31519,299.20866,913.7753,9.154713,27.76809,1311.23,448.3825808,4135.0436,0,755.89907,634.136,2.1476,25.28144,11.93976,229.9817,1327.874,820.256,894.8765,840.932,526.8966,5.47261,915.064,8.20735266,231.2437,1252.611514,1070.3712,3.378243908,1222.1589,18.43074,25.2351,1450.62827,544.639000051167,8.4937,1958.52,10.309343,2640.68301,738.1499,46.2941,11.0213,16.18994,5.43113,1.05282,30.2202,24.5722,21.88687,374.41934,1157.00748,811.964,214.5442
"Dnaja2",1,0,1,0,170,3,324,15,75,0,2,81,11,1,3,2,11,2,212,43,2,0,10,7,0,0,7,8,7,241,1,581,1,0,2,180,1,147,0,1392,1,18,2,0,236,0,0,481,0,881,0,1,4,0,0,0,1,1,36
"Dnaja3",0,225,1,0,1,60,4,0,141,0,0,0,1,1,65,0,0,0,0,9,379,0,1,0,0,6,0,125,0,8,3,0,21,47,0,0,0,0,0,1,101.178,0,162,0,0,287,18,0,1,194,0,62,2,1,0,0,21,0,66
"Dnaja4",0,0,0,0,0,4,167,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63.00004,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4412,0,0
"Dnajb1",4.01638,2.16358,0,1.00256,2.03101,4.02875,1946.34,0,99.6563,1.02245,0,4.00838,0,1.02963,5.00252,0,6.01357,1978.71,1.0255,4.01036,14.182,3.20374,323.887,1.00343,197.347,459.35,50.03,45.2666,66.1784,344.731,2.00076,1.5027,3785.48,483.439,1.00028,197.383,0,113.077,4.02502,1.00071,902.553,686.695,0,1.0001,1.00384,843.003,3.06012,3.34952,221.321,20.0711,10.7175,0,0,1.02314,4.0046,7.56797,22.123,1.00011,522.847
"Dnajb11",0,0,231.886,7,0,44.29117,21.92632,1,0,3.88035,0,9,12.69759,0,0,174,0,0,131.8080200181,1,6.162572,0,0,0,27,121.487,5.43986,216,6.84595,19.28947,1,9,0,75.9434,0,130.02,1.29937,15.4176,0,42.15159,4,38.94201,1,6,1,27,0,1,0,0,30,1.22237,10708.82256,2,2,0,41.1401,0,0
"Dnajb12",11.000026727,95.000011267,0.9999997549,1,1.0000004007,60.5842,13.000018174,3.00000217,58.99996163,0,1.0000000297,188.87533,106,0,0,0,0,53.00004624,0,1.99999833889,16.000035545,1,0,0,85.99998732,22.999999383,48.99998487,31.000027626,0,29.00004012,0,35.00000082,2.000000854,38.000004429,0,0,4.0000029007,35.000022519,1.9999957169,595.0004252,55.999972245,69,51.99996406,60.00002719,0,100.99977615,48.99996031,1.9999986695,301.00028793,0,60.999987073,0,2.76042,14.000040935,0,0.99999997894,26.99997939,1,0
"Dnajb13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnajb14",61.2598,111.271,2107.83,141.842,57.6541,77.8365,73.9279,0,46.2941,93.2604,10.8274,63.2063,63.2538,40.923,75.9687,170.22,1.93059,152.715,179.574,100.069,166.609,5.2531,71.3704,11.9868,783.925,14.8398,60.6438,24.1497,27.0885,380.396,7.58121,59.9199,45.2172,320.219,35.7009,206.76,2.85727,25.3719,7.57482,160.722,641.113,128.925,34.2671,4.55198,19.0338,88.5836,321.303,661.992,45.5256,112.544,204.242,12.3374,51.5748,88.313,172.995,8.72575,157.553,3.02381,71.1552
"Dnajb2",0,1,1,1,1,1,0,0,0,2,0,0,1,0,1,0,0,4,0,1,1,1,0,0,1,0,0,2,1,2,1,5,1,0,4,21.99999,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"Dnajb3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnajb4",1,17.1269,0,0,0,16.00000103552,116.302,0,218,1.0000000500186,0,0,681,1.0000000503038,3.784260482752,6.0000000205464,0,96,52.1746,74.1259000613443,1.0000000255143,0,28,2.000000245073,325.734,1,118.871,21.905,2.000000252692,22.999,1.0000000169252,600,496,176.589,60.000000123391,1.0000000172651,1,823,2,2.000000079208,35.2092,81.00000376579,0,0,0,215.0000136683,361,140.029600196429,0,1.0000000223538,298.701,0,1,48.437400365933,68.7519,7.40038,287.4410231443,0,37.68751
"Dnajb5",0,0,0,9,62.99998,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,1,0,0,2,0,0,0,1,5,0,316.00047,0,0,0,0,2,0,0,0,0,11,0,0,0,0,1,0,1,0,0
"Dnajb6",1.2596,2,0,23,2,3.81749,28.4847,0,185,15,0,11,58.00003,369.08401,0,9,0,0,52.4089,7.78222,0,3.72518,10,0,195.711,8,73,114.00025,4.003469,33.05401,2.51493,3.5174,71.9426,0,1,6,8,109,0,0,56.6919,45.16982,0,3.0052,13.6557,125,0,84.099,0,1,0,0,0,4.22763,0,0,0.0410268,0,25.99997
"Dnajb7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnajb8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnajb9",0,0,1,0,0,0,324,0,2,27,1,406,0,1.47774,1,2,1,0,0,801,1,2,1,1,1,495,77,1,38,301,0,49,0,1,154,1,0,4,1,0,2,1,1,1,0,293,0,1,0,0,0,0,0,0,1,0,266,0,0
"Dnajc1",20.78753,1.00355,0,1.01231,2.00415,3.99254,0,0,7.586061,2.00575,0,7.42023,28.2553,30.76344,0,0,5.1075,0,0,0,1.00194,0,0,0,221.7206,2.22007,6.73902,3,3,0,0,24.18396,8.916668,4.54644,0,209,1.00064,0,4,0,11.97098,1.24399,1.00305,2.00281,0,31.0154,0,3.78399,10.089784,1.11373,2.00308,0,4.263501,0,7.66213,1,0,0,103.10428
"Dnajc10",0,45.7186,0,14.1792,101,183,0,1,5.11169,2,0,55,178.938,1,0,1,2.23662,55,1,5.11604,620,2,1,0,1437,310,4.34958,2,2,18,34,0,2.25243,307.558,91,325.275,2,207,0,62.5874,1062.67,438,0,1.12371,50,1100,2,1,2.57292,0,10,0,157,0,257,0,13,0,1
"Dnajc11",0,44.9314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.734751,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,93.2291,0,0,0,3,0,0,0,0,0,0,0,0,7.50684,0,0,0,0,0,0,0,0,0,0,0,0
"Dnajc12",0,0,0,0,0,0,0,0,0,1,1,301,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnajc13",179,0,1.6408,0,2.1684,890.24872,1,0,0,1073.4654,1,171.9119,66,2.28805,1.999997,0,6,1.05024,0,0,0,1.05994,12.54628,0,20.19091,254.396,0,0,0,23.209,0,3,1,1,1,24,1,7.37815,0,2,0,3,8,0,0,1,0,194.428,1,1,642.5404,0,1,0,1.999998,0,2.10003,0,52.6596
"Dnajc14",0,0,0,0,0,0,0,0,0,0,0,59,76.2067,0,0,0,0,0,0,241,0,0,0,0,0,0,0,3,0,0,0,3.70654,0,0,0,417,1,0,2,0,22.1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3335
"Dnajc15",0,780,1,0,0,0,120,1,0,3,33,290,48,0,264,0,20,88,4,12,0,0,4,7,1,96,0,403,0,1,27,0,212,222,0,1,0,34,0,0,2,108,641,0,31,9,61,0,0,3,7,0,1,0,0,1009,0,2,161
"Dnajc16",7,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"Dnajc17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59.7723,0,0,0,0,0,0,0,0,0,0,0
"Dnajc18",4,4.07531,1,2,1,65.0061,21.1706,0,2110,1.03367,1,290,5.00932,0,8,2.12824,4,2.00255,3.10356,8,0,37.112,5,12.0488,2.04738,3,6,1,2,99.1846,7,174,1,1,4,2.00176,3,379.804,6,0,82,3.00459,22.4286,2,3,19,1035,9.36557,7.01214,83.2077,2,3,1,9,5.28713,1,6,4,4
"Dnajc19",0,80.5401,9,0,244,0,72,0,3.42617,1,0,34,5,0,193.00001,0,0,4,0,1.999999,3,329.9998,0,30,245,76,9.28178,119,1,107,8,0,2.999999,4,276.0001,0,2,84.00003,3,0,1.72069,9.999995,158.00011,0,10,3,197.0004,0,1,0,7,494.7446,0,1,0,1,9,1,21.99999
"Dnajc2",190,5,0,0,0,0,1,1,1,2.95173,0,0,0,0,4,143.355,247.039,0,7.01349,465.0002,0,0,3,48,1.678122,0,0,163.0001,0,0,46,28.76619,0,0,0,1,0,0,1,0,1,36.33232,0,0,6,0,788.998,0,0,0,0,1,0,5.85072,0,0,26,0,0
"Dnajc21",0,0,0,0,0,0,1.70502,0,0,0,0,0,0,0,0,0,0,0,6.11366,14.43279,0,0,0,101,18.99995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.9114,9.62855,93.88646,0,0,13.5134,0,0,0,0,0,0,6,0,0,0,10.5832,0
"Dnajc22",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnajc24",1,1.29599,0,0,0,191.524,104.7638,0,0,0,0,1.21843,1.89169,0,0,0,0,0,0,0,0,0,0,0,0,1.23029,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnajc25",3.517685,24.4706,3.49318,1.54195,1.25391,12.51332,0,1,0,2.14928,2.32587,10.9498,319.122,0,2.53608,1.13974,2.86696,3.78103,3.14537,7.96124,6.79966,0,2.41786,40.6457,39.38437,1.25451,4.08116,1.05258,0,16.0863,0,26.7159,1.61756,33.4784,0,3.95373,9.80603,0,3.55887,2.08995,152.55732,24.0952,0,2.34365,5.15758,0,2.04507,4.26932,15.989392,17.0282,9.65252,10.3177,1.60286,7.33841,6.97227,0,2.670451,0,1.27642
"Dnajc27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnajc28",0,9,0,0,0,0,2,0,0,0,1,0,6,0,0,0,0,1,0,0,0,0,701,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,101,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Dnajc3",9,2,0,3,0,40,125,1,721,6,1,4,33,0,1,17,14,4,1,2,0,0,0,1,68,17,57,2,0,0,0,519,11255,241,35,640,6,241,1,0,190,174,0,2,0,121,9,2,85,1,235,57,1,16,8,5,339,4139,0
"Dnajc30",0,235,0,0,0,0,21,0,0,0,0,0,0,0,0,1,0,0,0,38,99,0,12,0,32,6,0,0,59,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,273.032,0,0,0,0,1,0,0,0,0,0,0
"Dnajc4",0,0,0,0,0,37,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,12,9,0,0,0,6,0,138,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,28.00004
"Dnajc5",0,0,18,1,0,388,0,2,0,4.51449,1,130.75221,135.83228,1,1,1,27,621.0001,1,29,0,0,19,0,351,138.0001,0,4,1,9,8,380,5,589,2.348151,1092.999,0,9,0,0,92,82.99999,0,0,1,334,1,1,0,1,1,1,2,1,0,1,216,1,1.55048
"Dnajc5b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnajc5g",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnajc6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00000317339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnajc7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.973314,0,0,0,0,0,0,0,0,290.22305,100.6565,28.97977,177.6581,0,0,0,0,0,2,0,0,0,6.57247,0,0,0,61.83017,4.23055,0,0,0,0,1,0,0,0,0,0,0,0,0,8.50159,0,347.4474
