"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47"
"Fkbp8",889.36049,15.4784,913.688,0,28.17446777723,0,0,171,214.8698,46.9235,5.20062,0,625.673,14.8252,99.1475210959,11.8196,37.877,0,65,5.91554,30.50988,4.93429,602.67604944,12.9029,85.99205,295.9371,0,6.533260727638,37.9392109571,444.4482,19.5521,55.9999592833,6.90654,3.008200708264,777.316932,28.12217,14.24338156973,144.7427,274.207245682,4.720430173269,25.0745244929,227.1691,1.15531,747.94063,22.91512,7.49349,0
"Fkbp9",292,5,33,217,2,3,1006,36,420,311,2235,1706,407,15,236,59,57,941,29,371,317,506,6,227,40,28,36,3,3,0,209,7,43,2,24,100,0,357,1179,2,134,3,116.469,8,2,1147,2374
"Fkbpl",0,0,0,0,0,0,0,388,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fkrp",0,0,0,3,0,0,0,0,0,0,0,0,0,0,236,0,2,0,1,150,0,124,0,6,91,1,0,0,147,0,0,0,0,57,380,0,0,4,0,0,23,0,0,2,3,1,20
"Fktn",2.58434,0,25.5257,0,0,3.37409,18.86486,0,40.4239,0.000128925,13.2229,33.339564,70.28957,7.34638,4.08578,1.76462,0,0,57.9932,64.7185,3.99858,51.2025,0,4.26405,12.6017,10.6917,8.91466,4.55104,4.15394,2.2469202,5.26079,13.9467,11.0028,2.09285,219.2319,0,0,4.37652,433.0255,772.543,6.72644,0,1.05655,64.0932,7.50713,910.7915,4.7471
"Flad1",2.000003,0,1689.998207,0,15,1,1,644,0,1,1,1,1,0,0,0,1,3,3,0,0,0,0,0,0,101,1,0,83.00006,0,1,0,2,0,385,180.999958,2,0,1,0,0,1,0,1,588.00022,0,1
"Flcn",8,1623.9973,4,50,3,3,0,2,39,0,2,0,16,0,7,5,3,0,5,0,220.997,3.02129,22,2.26147,3,1,23.95715,247.7778,17,2.39957,0,28.00004,5,3,1,2,45,0,0,3,9,0,0,7,1,3.00576,0
"Flg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flg2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fli1",182.072,775.212,2.01189,3.00273,13.0787,2.00943,513.334,2.00109,185.581,2131.18,659.122,2.02824,11.5332,699.425,1966.17,2298.57,71.1483,1530.51,75.1197,3383.18,5.00748,1383.4,9.00256,5.78707,4.33207,8.36824,6.00582,775.448,495.926,9.56267,68.146,6.01205,8.03498,1.00138,371.547,10.3205,222.503,4.12848,1544.84,5.99787,840.546,554.684,202.627,522.301,2.00704,194.897,3.00238
"Flii",0,274.083,0,4,134.248,2.60752,0,0,38,0,266.201,4.19061,0,327.308,381,6.9658,26,27.0243,61.6168,1.08444,1.08604,0,3.28892,6.53072,0,0,3.27747,869.841,0,0,1.28098,9.42258,3,5,2.15894,1.08617,201,1,538.728,2.32249,20.6986,6.51052,1086,1.0851,8.09323,71.548,1.0852
"Flna",1.60736e-05,0,1.45038e-06,0.710948294593,0.000352376,26.7875296099,1356.8091,0,1904.38179,3.43716e-05,0,1482.7902091,134.29690471436,1415.037,957.000000111019,2.60626297147,0,82.98861288,0,29.811922,0.000340119,299.373225,8.23345e-05,170.1344,0,134.99978,152.412659393,289.923145846,0,17,0.519717,11.099,0,1.80735640422,0.000205929,1.40288668139,0,1206.14141,111.3336,0,0,218.0001,165,0,3.94394e-05,220.273832,0
"Flnb",562.135,1.00085,3.00423,0,2.00074,6.11002,4.16413,4.0022,0,250.46,0,757.022,88.0767,245.407,757.091,77.0263,17.0015,2.00015,4.00156,67.1028,2.00084,208.706,0,5.07353,8.54568,1.00047,5.00021,3.01671,127.062,2.00124,23.0032,16.0063,11.0254,2.00005,2.61487,1.02883,7.00362,1.00513,233.022,1.00175,67.0607,23.0195,75.0078,0,0,367.325,1.00294
"Flnc",0.0001270411891,0,0,0,6.769094079,17.000029378,0.30756404585,107.07363,0.169974,115,0,158.00004019,100.000042151,21,3.17656e-07,135,0,1.000000322359,0,0,0,22.138392592,0,5.538740115801,151.782,0,10.000000756,0,66.999977663,0,0,19.741783262,2.66499,5.9701075809,22.219173841,0,11.0999,0,5.000003431,0,0,65.7444,328.9998,0,0,0,0
"Flot1",0,4,0,470.978,147.04,0,130.091,0,1037,0,0,0,1,0,0,0,0,19,49.341,1,13,0,38,1,4,20.2667,0,835.26225,31.2194617,158.85,0,0,5,0,0,1190.9956,73,60.6115,0,0,20.4086,136.476,0,56.8598,0,0,0
"Flot2",989.736,0.367951,0.231269,0.0212167,0.016247,0.013017,0.18993,1041,0.0160888,0,0.223304,250,0,0,0.161064,0,0.0162505,319,0.0115569,0.0318699,1.92499,0.212671,0.0959839,0,39.0691979,0.102232,0,0.0106872,0,0.377114,0.00738544,0.133457,0.0144935,1.95484,0.115057,0.110106,207.0000003931,0.121262,0.033222,0.0104469,0.0330494,0,0.0333996,0.0117105,2.96967,4.14911,1.59789
"Flrt1",0,1.45232,0,0,0,0,0,0,20.2194,0,0,0,0,0,0,1.00166,0,0,1.00072,443.192,0,1.49652,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0623,0,0,0,0,0,0,0,0,0,0,0
"Flrt2",311.00027,1,212,0,0,2,0,0,2,0,0,419.0003,0,0,1,1,7,1,0,803,0,0,1,1,0,42,0,1.999998,732.0004,8,25,1,0,0,0,0,214,0,0,1,0,27,0,1,1,171,1
"Flrt3",0,0,0,0,0,0,2,0,1,0,0,1,0,1244,1,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,2,0,77.6733,0,0,0,0,0,1,0
"Flt1",2.79077,3.14171,871.308,1.00134,0,1.02686,2,10.08134,687.306,442.519,5.03484,1,11.02284,55.7149,2058.04,1497.375,139.0383,5.0015,0,794.645,1,173.05771,4.55355,0,134.304,2.091,17.0358,9.21173,74.0399,0,1.38868,4.26121,6.11461,5.00768,3.34533,5.04086,221.4318,0,1204.10846,4.38903,394.063,355.5256,280.1065,2.09767,9.95922,220.0202,14.54518
"Flt3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flt3l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0
"Flt4",1,0,358,0,1,0,0,0,0,187,0,1,0,0,722,181,0,0,0,0,0,0,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,2
"Flywch1",14,0,0,0,0,0,30,0,0,0,0,3,0,0,18,23,0,0,0,158,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,9,94,0,0,9,0,0,18,5,1.58357
"Flywch2",0,0,0,0,0,0,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0
"Fmc1",31,22,73,23,64,906,51.6702,324,127,4,0,67,68,2,410,85,20,49,51,33,337,20,3,182,167,303,1,15,198,238.491,4,919,2,1486,412,247,124,81,87,392,13,145,4,252,365,0,383
"Fmn1",85.4445,69.2408,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,24.6405,0,0,32.9693,0,0,0,0,0,0,3,1,1.06154,0,0,1.00449,0,2.0214,1,0,1.00482,1,1
"Fmn2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fmnl1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,36.9929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fmnl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,1,0,195.0005,0,0,0,0,11,0,0,45,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Fmnl3",0,0,0,2,0,1,4,0,10,0,4,0,0,95,83,54,0,157,0,5,0,43,0,0,0,0,1,0,5,1,0,0,0,0,3,0,75,7,0,0,103,0,1050,11,0,170,0
"Fmo1",10.5787,3.83852,1.47153,43.3236,0,0,5.5239,47.1923,36.494,5.75634,3.14168,25.8091,0,1.01516,45.58484,8.3274,0,0,1.21896,59.7986,6.83729,53.2577,92.6173,3.76563,4.88035,0,4.39216,10.8426,0,6.00925,0,0,0,0,88.2919,0,5.5183,13.7419,0,0,0,36.10278,3.53651,11.9145,54.556,1.27141,0
"Fmo2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.4216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fmo3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fmo4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,207.00047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fmo5",1.04723,0,0,0,1.73139,0,0,0,14.822,3.13375,0,4.59455,1.01335,2.24507,9.34408,3.43863,0,0,2.01883,0,0,3.53446,0,0,0,6.03359,3.01492,0,0,0,0,1.01683,0,0,1.12348,6.22593,6.14575,11.8406,16.8934,2.2399,2.01894,0,0,0,0,38.7897,0
"Fmo6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fmo9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fmod",0,0,0,0,0,0,2,0,0,1,1,0,1,3213,0,0,0,0,187,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fmr1",9.64794371,0,0,84.0000164421,3,2,297.514,4,801.000124,257.778,511.00021,166.98684,354.00031,42.9221,0,53.735022,74.1963,0,0,5.601111998998,121.99971,296.612257,0,18.00003826,26.9999934,80.751181,0,0,1.00000044,0,0,4.9999981,14.1489,3,479,0,39.999995,209,33,807.64026,10.503511,137.000258,108.6413,913.5787850228,1.00000066,50.4905,5.10572
"Fmr1nb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fn1",769.1646,2.22972,409.8859,0,0,0,2489.04200005966,6.52241,2625.4914,82.2604234,46.456,2863.22129,5822.00800040179,633.7510363684,868.36161,4.867669,22.381498,0,2.49538,1,460.474368310202,891.765000022371,6.21265,43.56976,1,6.41359,0,0,206.8046,0,23.2835,13.2546,6.90807,3.412435,112.852000608668,2.13746,55.59677,893.5216232656,0,8.82454,2.7142,4.2237,462.0764,113.5887,1.46538,366.846,0
"Fn3k",0,0,0,0,0,20,0,32,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,20,0,0,0,22,0,9,2,71,0,0,0,0,0,0,0,1,0
"Fn3krp",168.274,2.44609,1.11209,2.02503,0,0,0,1.03781,0,170.787,0,10.6317,747.1,27.5981,587.946,1.12621,30.6067,5.42598,1.85593,1.29815,62.053,62.3535,0,0,2.53348,0,1.03187,0,7.55153,3.92108,4.21692,0,0,1.65137,8.80927,4.61606,229.984,11.0207,0,7.51863,15.1115,0,13.6635,0,375.271,26.3074,2.10125
"Fnbp1",115.005,5.21219,158.4806,0,3.33689,7.66682,1515.95,2.060695,277.21,29.5566,19.4943,27.0467,2.0785188,17.03578,132.2189,946.239,4.35282,0,41.7753,13.12092,110.99,603.772,4.14947,6.900438,7.51699,31.7867,1.87983,805.3448,153.74263,21.20704,1457.1327,4.37436,52.09891,4.18988,128.799,40.21072,33.7226,81.1349,2.28728,3.16612,369.832,188.5086,5.56396,1.03824,1.87048,98.90947,2.042935
"Fnbp1l",137,26.99998,134,1.999996,2,1317,185.9999,0,2,83,320,171.9996,10,2,134.0002,549,27.99999,5,108.285,35,153.6306,28.00003,0,107,0,22.00001,3.999997,2,236.98,25,1,1,1,0,365.0004,631,68,10,3,38,47,63,24,602,2.12038,200.0981,362
"Fnbp4",3,20.1848,27,1,0,0,223.117,8,5,5,0,106.089,3,6.59918,446.951,61.4032,1060.36,249.326,32,225,9,434.188,0,62,98,96,3.15935,1.08739,0,0,54,1,0,70,457.729,0,301.854,2.00668,126.376,93,2.01911,71,0,0,50.1365,186,1.0911
"Fnd3c2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fndc1",61,1,1,2,1,2,154,5,3643.7,3,41,1740.09,168.99976,404,4.35439,0,5,0,0,0,14,802.9618,2,19,0,21,2,2.16117,0,1,848,6,7,0,522.595,3.25329,0,1323.91,3,2,336,0,0,488.799,1,521.63653,3
"Fndc10",27,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fndc3a",56.0669,486.6477,0,0,1.00022,0,44.301,0,2.292248,1,170.0651,0,178.07896,1455.39,139.9975,171,143,0,0,0,357.92945,18.01019,2,47.65781,0,1.00178,1.64887,296.67026,24.85181,4.75568,68,0,3,1,27.0046,0,132.55399,13.00905,0,128.00398,6.317,46.3909,38.21814,0,0,208.2905,206
"Fndc3b",44.99999,16.99996,13.00002,1,4.999997,9,1603.003,1051,109,3.000002,88,30.00004,825,60.99997,47,554.8425,48.000006,1807.9965,334.0003,113,270.7189,46.86471,3.000002,59.880602,316.5886,90,6.000003,62.7381,10,1.999999,183.0003,10,15.99997,9,1,1,17.00001,284,9,8,183.9996,21,106,92.99993,3.999998,375.941,38
"Fndc3c1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fndc4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fndc5",0,3.09462,3.30078,1654.95,1.11153,2.113,1.02569,2.03789,0,3.16727,0,0,6.21445,2.0206,1.00604,3.0523,2.19327,3.03303,273.272,10.2229,2.24409,5.07665,85.8121,0,1.02089,5.10978,42.3386,4.18317,1.02118,30.1168,2.0917,1.07198,5.1377,2.0321,3.0611,3.0677,1.02442,3.14328,2.02509,3.06358,18.6716,7.09655,5.03599,2.05114,1.0059,3.06869,2.16571
"Fndc7",0,17.999980524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999998316,0,0,14.000019263,0,1.99999751,0,0,0,0,0.99999984047,0,0,4.000004056,37.00003448
"Fndc8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fndc9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fnip1",1,1224,0,0,75,1347,521,140,453,1,2,23,90,303,7,6,0,0,565,15,68,37,13,7,70,3,4,1846,2,11,8,542,18,7,325,31,224,109,256.0001,17,160,39,0,469,1,253,0
"Fnip2",5.04424,434.0963,2.9522,2.53107,1.01709,7.15597,75.4788,15.7819,14.9304,6.67523,4.65363,11.3672,5.57586,4.40338,23.0709,14.7361,34.2565,0,4.63936,32.2132,37.7934,230.566,0,2.03907,6.19785,5.24523,1.79584,71.5383,10.2638,6.73682,4.8963,278.116,5.05963,0,13.6873,9.10661,10.598,5.14566,39.7994,2.92431,154.487,9.03487,0,41.6291,2.20082,3.58367,2.62793
"Fnta",529,2,0,0,3,1,3,33,0,0,0,0,1,435,76,0,0,153,0,0,32,18,2,19,0,0,0,293,0,47,1,10,2,0,507,132,0,0,43,2,76,0,0,2,533,471,0
"Fntb",18.2911,0,0,1.16633,0,0,0,3,0,0,23.10722,563.085,0,0,95.6052,0,0,0,0,0,0.130277,0,1,0,0,73,0,0,508.633,0,0,0,0,0,0,95.784,0,1,0,0,8,0,0,20.0913,1.37896,0,719
"Focad",2,0,0,0,0,0,0,0,0,1,0,0,479.719,0,0,0,0,0,0,28,0,0,22,0,0,0,1,91.5357,0,0,0,10,0.778125,1,5.79332,0,0,0,71.7524,0,1,29.2829,0,17,15.0991,0,183
"Folh1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Folr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Folr2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fopnl",165,1,1,326,3,1,177,58,19.9898,0,2.06912,1160,439.586,0,102,0,0,0,5,1115,278.264,9,74,4,250.999115763,437,2,2,164.27,2,428,8.59383,4.21922,0,455.52968642,0,96,279,293.000000055319,198.0004,192,203,0,83,623,426,516
"Fos",1310,5192,457,4,60,27,25,281,477,4,949,4,5776,6789,74,1830,10.6899,0,1072,1,313,130,12,513,6.59952,141,9,111,3,6.62176,3001,72,19,6.62395,425.989,154,217,4024,15,633,286,563,0,2,1998,792,7
"Fosb",0,1324,76,1,4,4,954,0,525,2,2,1,206,920,40,680,170,1,14,0,141,1,2,7,2,1,0,407,0,1,66,6,0,3,375,8,2,304,2,3,64,0,1,281,15,1,0
"Fosl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fosl2",71,4957,1941,1,5,2,2848,5,1761,8,3,26,1,41,180,3280,9,4434,196,4,44,4,3,3,130,156,0,2406,1,5,4,2,3,8,678,4,1,752,1,5,435,659,0,179,0,5,0
"Foxa1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Foxa2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Foxa3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Foxb1",0,0,0,0,0,0,0,0,1,0,0,1.01597,0,0,1,0,0,0,0,0,4.37129,3.0121,0,0,0,0,0,0,0,0,0,0,25.1578,0,0,0,0,1.00218,0,0,0,0,0,0,3.00205,0,0
"Foxb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Foxc1",32,1,56,0,0,0,0,0,0,74,0,1,1,11,4,1,13,23,0,173,1,0,0,0,0,1,0,0,49,0,22,0,0,1,0,1,103,0,0,1,0,1,66,447,0,13,1
"Foxc2",0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"Foxd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Foxd2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Foxd3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Foxd4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Foxe1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Foxe3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Foxf1",0,0,0,0,1,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Foxf2",0,0,0,0,0,0,0,0,0,1.00105,0,0,0,0,0,0,1.00036,0,0,0,0,3.22132,0,1.0028,1.01187,1.00729,0,0,0,1.01359,1.00599,0,0,0,0,1.02994,1.00581,9.9503,0,0,0,1.00349,0,0,1.71293,7.29816,0
"Foxg1",0,0,0,0,0,0,0.00985105,0,0,0.0683828,0.0283881,0,0,0.0467946,0,0.315971,0.384801,0,0,0,0,0,0,0,0.0121125,0,0,0,0.0541265,0.0392267,0.0545394,0,0,0,0.0620386,0.207948,0.0546509,0,0,0.0243393,0.0370075,0,0,0.078557,0.0331546,0.108353,0
"Foxh1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Foxi1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Foxi2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Foxi3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Foxj1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Foxj2",27.99996,14,0,2,4,1,3,7,3,1,11,79,1,126,10,1,1,476,0,5,170.9998,3.37518,0,5,25.99997,16.9126,0,8,0,4,11,0,35,1,810.0002,0,9,16,1,0,27,65,1,0,30.00001,2,0
"Foxj3",0,2.0032,1,0,3.45358,0,162.076,56.0095,1.00103,158.044,0,1.00081,406.419,36.0299,187.827,193.338,18.0032,8.00363,0,0,10.0113,3.00186,0,2.00291,68.326,46.6446,8.00065,0,6.02516,4.40698,0,1.00078,208.563,10.0005,221.40559,90.6574,35.1118,361.59,52.8126,13.4104,0,61.0167,9.00201,1.11402,65.9943,0,3.01719
"Foxk1",61.0571,0,22.0453,65.0815,1.00064,2.00191,1.00239,3.00195,2.03388,1.00084,2.00361,5.05905,333.308,1.00117,69.0911,4.01246,0,0,2.412,1.0029,41.0544,1.00201,1.00005,2.01333,7.6312,1.00612,6.05339,69.1779,0,2.00874,0,17.0102,11.8814,1.00053,3.00692,0,10.0429,0,17.012,1.00294,0,5.01781,1.00143,157.097,14.0499,18.0256,3.0277
"Foxk2",2,2,40,0,0,3,7,1,26,23,0,195,1,3,1,1,0,0,8,66,7,2,0,38,10,47,0,0,19,6,314,20,2,0,11,5,59,0,1,0,115,0,0,1,452,0,2
"Foxl1",2.03638,0,0,0,0,0,3.51339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39614,0,0.68962,0,7.12022,1.3077,3.47449,0,0,1.23943,0,0,0,0,0,0,0,0,1.00679
"Foxl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Foxm1",2,0,0,2,0,2,836,4,0,0,0,0,0,2,293,0,0,521.0904,0,0,297,44.8682,6,0,1,1,0,326,1,1,2,0,12,0,0,0,0,17,391,0,49,2.10956,0,1,0,1,876
"Foxn1",0,0,0,0,0,0,1.4576,0,0,1.08559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01429,0,0,0,1.11608,0,0,0,0,0,0,0,1.49873,0,11.0104,0,0,0,0,1.00304,0,0
"Foxn2",131.6552,2.000001,10,0,4,1,537,38,329,2,2,302.9995,494.99964,693,167,3.69625,6,1164,3,293,0,209.00032,1,0.687935,0,0,8.999999,295,54,1,0,1,0,2,337.9998,161,0,0,554,1,1,4,0,389,0,167.9998,0
"Foxn3",240.99968,1692,4,4,4,5,343,22,607,2,28,1054.000130272,585.0002,974,597,562.5442,2,4.34067,1,3.43996,461,433.999915,1,22,335.0001,89.935,450,1109,169,79,2,5.000001,99,9.40013,1086.98,695,219,830.9932,16,897,26,546.743532,18,367.4204,27,530.947,1145
"Foxn4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Foxo1",93.0034,12.9295,388.435,728.936,2.00143,9.08639,6.11585,22.0535,249.372,543.633,5.12656,8.11458,25.0288,1169.05,52.9779,21.4266,220.354,81.1204,17.123,13.4433,8.81486,67.2894,7.01645,8.02527,8.02379,11.0318,4.01492,7.45945,128.55,11.5175,30.0861,7.00769,12.0153,11.0096,50.3049,122.675,368.287,14.1207,225.679,9.01705,133.231,25.0713,96.0852,23.7329,5.01015,31.3538,2.00175
"Foxo3",58,261,528,1,179,13,138,216,45,441,1247,224,229,989,147,505,7,1443,325,6,282,261,1,70,296,221,44,335,171,59,170,42,60,11,841,271,335,500,23,51,145,177,8,1482,211,141,5
"Foxo4",0,0,0,0,0,0,0,0,1,244,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,1,0,9,0,0,0,0,0,0
